ISO3;Region;SubRegion;Country/Territory;SourceType;Year;DrugGroup;DrugSubGroup;DrugName;quantity;unit;KgEquivalent;Comment
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Opioids;Poppy straw (seed heads, pods or capsules);Poppy straw (seed heads, pods or capsules);171,680;Kilogram;171,680;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Opioids;Poppy straw (seed heads, pods or capsules);Poppy straw (seed heads, pods or capsules);621,000;Dose;62,100;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Opioids;Pharmaceutical opioids;Buprenorphine;418,000;Tablet;0,020;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Opioids;Pharmaceutical opioids;Methadone;0,330;Kilogram;0,330;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Opioids;Pharmaceutical opioids;Methadone;16826,000;Millilitre;16,830;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Opioids;Pharmaceutical opioids;Oxycodone;0,810;Kilogram;0,810;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Opioids;Pharmaceutical opioids;Oxycodone;708,000;Tablet;0,040;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Sedatives and tranquillizers;Benzodiazepines;Alprazolam (Xanax, Pranax, Ksalol);0,240;Kilogram;0,240;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Sedatives and tranquillizers;Benzodiazepines;Alprazolam (Xanax, Pranax, Ksalol);132,000;Dose;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Sedatives and tranquillizers;Benzodiazepines;Alprazolam (Xanax, Pranax, Ksalol);38,000;Tablet;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Sedatives and tranquillizers;Benzodiazepines;Clonazepam (Rivotril);0,040;Kilogram;0,040;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Sedatives and tranquillizers;Benzodiazepines;Clonazepam (Rivotril);636,000;Tablet;0,010;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Sedatives and tranquillizers;GBL/GHB;GBL/GHB;2,310;Kilogram;2,310;
ITA;Europe;Western and Central Europe;Italy;ARQ;2018;Sedatives and tranquillizers;GBL/GHB;GBL/GHB;291,000;Millilitre;0,290;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;7,780;Kilogram;7,780;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;10844,000;Unit;2,940;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;11,080;Kilogram;11,080;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;115,000;Unit;0,030;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;56,710;Kilogram;56,710;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;9475,000;Unit;2,130;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;1,830;Kilogram;1,830;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;22,000;Dose;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Mephedrone (4-methylmethcathinone, 4-MMC);0,050;Kilogram;0,050;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Any other drugs/substances;;Other drugs/substances;22,570;Kilogram;22,570;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Any other drugs/substances;;Other drugs/substances;7468,000;Unit;0,070;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);90097,180;Kilogram;90097,180;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);1105,000;Dose;0,550;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;33,810;Kilogram;33,810;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;1965,000;Millilitre;1,970;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;265635,000;Plants;26563,500;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);18721,580;Kilogram;18721,580;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);456,000;Dose;0,060;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Synthetic cannabinoids under international control;JWH-018;0,580;Kilogram;0,580;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cocaine-type;Cocaine;Cocaine;4098,540;Kilogram;4098,540;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cocaine-type;Cocaine;Cocaine;1206,000;Dose;0,120;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cocaine-type;Cocaine;Cocaine;5,530;Kilogram;5,530;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cocaine-type;Cocaine;Cocaine;278,000;Dose;0,030;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cocaine-type;Coca-type;Coca-type;0,650;Kilogram;0,650;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Cocaine-type;Coca-type;Coca-type;1,000;Unit;0,010;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Hallucinogens;LSD;LSD;1,850;Kilogram;1,850;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Hallucinogens;LSD;LSD;1096,000;Dose;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Hallucinogens;Other Hallucinogens;Dimethyltryptamine (DMT);63,460;Kilogram;63,460;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Hallucinogens;Other Hallucinogens;Dimethyltryptamine (DMT);14600,000;Millilitre;14,600;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Hallucinogens;Other Hallucinogens;Psilocybine;3,050;Kilogram;3,050;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Hallucinogens;Other Hallucinogens;Psilocybine;27,000;Dose;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;NPS;GBL/GHB;GBL/GHB;0,570;Kilogram;0,570;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;NPS;GBL/GHB;GBL/GHB;2304,000;Millilitre;2,300;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;NPS;Ketamine and phencyclidine-type substances;Ketamine and phencyclidine-type substances;8,820;Kilogram;8,820;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;NPS;Ketamine and phencyclidine-type substances;Ketamine and phencyclidine-type substances;1750,000;Millilitre;1,750;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;NPS;Plant-based NPS;Khat;673,030;Kilogram;673,030;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;NPS;Synthetic cannabinoids (Spice);AB-FUBINACA;0,010;Kilogram;0,010;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;NPS;Synthetic cathinones;4-MEC;0,110;Kilogram;0,110;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;NPS;Synthetic cathinones;Synthetic cathinones;0,450;Kilogram;0,450;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Opioids;Heroin;Heroin;610,390;Kilogram;610,390;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Opioids;Heroin;Heroin;909,000;Dose;0,030;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Opioids;Other illicit opiates;;0,530;Kilogram;0,530;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Opioids;Opium;Opium;2,230;Kilogram;2,230;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Opioids;Poppy straw (seed heads, pods or capsules);Poppy straw (seed heads, pods or capsules);162,110;Kilogram;162,110;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Opioids;Poppy straw (seed heads, pods or capsules);Poppy straw (seed heads, pods or capsules);1307,000;Unit;130,700;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Opioids;Pharmaceutical opioids;Buprenorphine;1,280;Kilogram;1,280;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Opioids;Pharmaceutical opioids;Buprenorphine;28,000;Unit;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Opioids;Pharmaceutical opioids;Methadone;1,340;Kilogram;1,340;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Opioids;Pharmaceutical opioids;Methadone;18808,000;Millilitre;18,810;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Sedatives and tranquillizers;Benzodiazepines;Alprazolam (Xanax, Pranax, Ksalol);33,000;Unit;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Sedatives and tranquillizers;Benzodiazepines;Clonazepam (Rivotril);0,420;Kilogram;0,420;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Sedatives and tranquillizers;Benzodiazepines;Clonazepam (Rivotril);1244,000;Unit;0,010;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Sedatives and tranquillizers;Benzodiazepines;Diazepam;500,000;Unit;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2017;Sedatives and tranquillizers;GBL/GHB;GBL/GHB;290,000;Millilitre;0,290;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;10,360;Kilogram;10,360;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;12587,000;Unit;3,410;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;12,440;Kilogram;12,440;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;238,000;Unit;0,060;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;2,900;Kilogram;2,900;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;144,000;Unit;0,030;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;5,550;Kilogram;5,550;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Mephedrone (4-methylmethcathinone, 4-MMC);2,180;Kilogram;2,180;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Any other drugs/substances;;Other drugs/substances;6,510;Kilogram;6,510;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Any other drugs/substances;;Other drugs/substances;17236,000;Unit;0,170;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);41647,780;Kilogram;41647,780;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);2245,000;Dose;1,120;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;2,660;Kilogram;2,660;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;70,000;Millilitre;0,070;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;464723,000;Plants;46472,300;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);23896,230;Kilogram;23896,230;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);720,000;Dose;0,100;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Synthetic cannabinoids under international control;JWH-018;2,330;Kilogram;2,330;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Synthetic cannabinoids under international control;JWH-018;18,000;Unit;0,010;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cocaine-type;Cocaine;Coca paste/refined cocaine base (intermediate products) (please specify);7,330;Kilogram;7,330;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cocaine-type;Cocaine;Cocaine;4704,860;Kilogram;4704,860;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cocaine-type;Cocaine;Cocaine;1493,000;Dose;0,150;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cocaine-type;Cocaine;Cocaine;2,350;Kilogram;2,350;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Cocaine-type;Coca-type;Coca-type;2,030;Kilogram;2,030;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Hallucinogens;LSD;LSD;0,150;Kilogram;0,150;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Hallucinogens;LSD;LSD;6139,000;Dose;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Hallucinogens;Other Hallucinogens;Dimethyltryptamine (DMT);21,950;Kilogram;21,950;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Hallucinogens;Other Hallucinogens;Psilocybine;1,810;Kilogram;1,810;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Hallucinogens;Other Hallucinogens;Psilocybine;59,000;Dose;0,010;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;NPS;GBL/GHB;GBL/GHB;1,340;Kilogram;1,340;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;NPS;GBL/GHB;GBL/GHB;200,000;Millilitre;0,200;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;NPS;Ketamine and phencyclidine-type substances;Ketamine and phencyclidine-type substances;7,600;Kilogram;7,600;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;NPS;Ketamine and phencyclidine-type substances;Ketamine and phencyclidine-type substances;80,000;Millilitre;0,080;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;NPS;Plant-based NPS;Khat;708,790;Kilogram;708,790;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;NPS;Synthetic cannabinoids (Spice);JWH-122;0,000;Kilogram;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;NPS;Synthetic cathinones;4-MEC;2,380;Kilogram;2,380;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;NPS;Synthetic cathinones;Synthetic cathinones;0,340;Kilogram;0,340;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Heroin;Heroin;496,890;Kilogram;496,890;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Heroin;Heroin;733,000;Dose;0,020;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Other illicit opiates;;10,100;Kilogram;10,100;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Other illicit opiates;;10,000;Unit;0,000;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Opium;Opium;0,530;Kilogram;0,530;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Poppy straw (seed heads, pods or capsules);Poppy straw (seed heads, pods or capsules);85,270;Kilogram;85,270;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Poppy straw (seed heads, pods or capsules);Poppy straw (seed heads, pods or capsules);10132,000;Unit;1013,200;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Pharmaceutical opioids;Codeine;20,550;Kilogram;20,550;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Pharmaceutical opioids;Codeine;4500,000;Millilitre;4,500;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Pharmaceutical opioids;Methadone;2,040;Kilogram;2,040;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Opioids;Pharmaceutical opioids;Methadone;3818,000;Unit;0,190;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Sedatives and tranquillizers;Barbiturates;Barbiturates;0,020;Kilogram;0,020;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Sedatives and tranquillizers;Benzodiazepines;Alprazolam (Xanax, Pranax, Ksalol);10,000;Millilitre;0,010;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Sedatives and tranquillizers;Benzodiazepines;Clonazepam (Rivotril);0,060;Kilogram;0,060;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Sedatives and tranquillizers;Benzodiazepines;Clonazepam (Rivotril);930,000;Unit;0,010;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Sedatives and tranquillizers;Benzodiazepines;Diazepam;149565,000;Unit;1,500;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Sedatives and tranquillizers;GBL/GHB;GBL/GHB;3,920;Kilogram;3,920;
ITA;Europe;Western and Central Europe;Italy;ARQ;2016;Sedatives and tranquillizers;GBL/GHB;GBL/GHB;11,000;Unit;0,000;
KOR;Asia;East and South-East Asia;Republic of Korea;DAINAP2020;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);37,300;Kilograms;37,300;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;43210,000;Grams;43,210;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;1326,000;Plants;132,600;
KOR;Asia;East and South-East Asia;Republic of Korea;DAINAP2020;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);3,000;Kilograms;3,000;
KOR;Asia;East and South-East Asia;Republic of Korea;DAINAP2020;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis seed;Cannabis seed;5,900;Kilograms;5,900;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Hallucinogens;LSD;Lysergic acid diethylamide (LSD);23,000;Grams;0,023;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Hallucinogens;Other Hallucinogens;4-bromo-2,5-dimethoxyphenethylamine (2C-B);119,000;Grams;0,119;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Hallucinogens;Other Hallucinogens;Dimethyltryptamine (DMT);60,000;Grams;0,060;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Hallucinogens;Other Hallucinogens;Psilocybine;93,000;Grams;0,093;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;NPS;Ketamine and phencyclidine-type substances;Ketamine and phencyclidine-type substances;2658,000;Grams;2,658;
KOR;Asia;East and South-East Asia;Republic of Korea;DAINAP2020;2020;Opioids;Heroin;Heroin;8,800;Grams;0,009;
KOR;Asia;East and South-East Asia;Republic of Korea;DAINAP2020;2020;Opioids;Opium;Opium;187,300;Grams;0,187;raw opium
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Opioids;Poppy plants;Poppy plants;174250,000;Plants;17425,000;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Opioids;Pharmaceutical opioids;Codeine;1,000;Grams;0,001;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Opioids;Pharmaceutical opioids;Fentanyl;102,000;Grams;0,102;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Opioids;Pharmaceutical opioids;Oxycodone;15,000;Grams;0,015;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;58,000;Grams;0,058;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Sedatives and tranquillizers;Benzodiazepines;Diazepam;220,000;Grams;0,220;
KOR;Asia;East and South-East Asia;Republic of Korea;ARQ;2020;Sedatives and tranquillizers;GBL/GHB;Gamma-Hydroxybutyric acid (GHB);29188,000;Millilitres;29,188;
MDA;Europe;Eastern Europe;Republic of Moldova;GOV;2020;“Ecstasy”-type substances;“Ecstasy”-type substances;3,4-methylenedioxymethamphetamine (MDMA);14,800;Kilograms;14,800;
MDA;Europe;Eastern Europe;Republic of Moldova;GOV;2020;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;295,000;Grams;0,295;
MDA;Europe;Eastern Europe;Republic of Moldova;GOV;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);82,000;Kilograms;82,000;
MDA;Europe;Eastern Europe;Republic of Moldova;GOV;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;23886,000;Plants;2388,600;
MDA;Europe;Eastern Europe;Republic of Moldova;GOV;2020;Cocaine-type;Cocaine;Cocaine hydrochloride;322,000;Grams;0,322;
MDA;Europe;Eastern Europe;Republic of Moldova;GOV;2020;NPS;Synthetic cathinones;Synthetic cathinones;15,300;Kilograms;15,300;alpha-PVP
MDA;Europe;Eastern Europe;Republic of Moldova;GOV;2020;Opioids;Heroin;Heroin;322,000;Grams;0,322;
MDA;Europe;Eastern Europe;Republic of Moldova;GOV;2020;Opioids;Poppy straw (seed heads, pods or capsules);Poppy straw (seed heads, pods or capsules);93,000;Grams;0,093;
MDA;Europe;Eastern Europe;Republic of Moldova;GOV;2020;Precursors;Precursors;Pseudoephedrine;122,000;Grams;0,122;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;“Ecstasy”-type substances;“Ecstasy”-type substances;3,4-methylenedioxymethamphetamine (MDMA);30261,000;Tablets;8,201;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;“Ecstasy”-type substances;“Ecstasy”-type substances;3,4-methylenedioxymethamphetamine (MDMA);2,411;Kilograms;2,411;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;"""Captagon""";6198208,000;Tablets;1568,147;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;4,212;Kilograms;4,212;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;208,040;Grams;0,208;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Cathinone;0,780;Grams;0,001;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Mephedrone (4-methylmethcathinone, 4-MMC);390,520;Grams;0,391;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Other stimulants;0,170;Grams;0,000;Pirovalerone
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Other stimulants;552,000;Tablets;0,138;Amphepramone
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Prescription stimulants;Methylphenidate;26,000;Tablets;0,007;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Any other drugs/substances;Synthetic cannabinoids under international control;Synthetic cannabinoids under international control;37,690;Grams;0,038;CUMYL-4CN-BINACA
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);929,321;Kilograms;929,321;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;53,700;Millilitres;0,054;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;627,806;Kilograms;627,806;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);1385,084;Kilograms;1385,084;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Other types of cannabis;Other types of cannabis;3385,000;Millilitres;3,385;THC+CBD
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Other types of cannabis;Other types of cannabis;7,060;Grams;0,007;THC+CBD
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Other types of cannabis;Other types of cannabis;40,315;Kilograms;40,315;Vegetable fragments with THC
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Cocaine-type;Cocaine;Cocaine hydrochloride;43,496;Kilograms;43,496;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Cocaine-type;Coca-type;Coca leaf;269,200;Grams;0,269;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Hallucinogens;LSD;Lysergic acid diethylamide (LSD);404,000;Stamps;0,000;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Hallucinogens;LSD;Lysergic acid diethylamide (LSD);3,800;Millilitres;0,004;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Hallucinogens;Other Hallucinogens;4-bromo-2,5-dimethoxyphenethylamine (2C-B);23,000;Tablets;0,002;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Hallucinogens;Other Hallucinogens;4-bromo-2,5-dimethoxyphenethylamine (2C-B);0,100;Grams;0,000;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Hallucinogens;Other Hallucinogens;Dimethyltryptamine (DMT);3850,000;Millilitres;3,850;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Hallucinogens;Other Hallucinogens;Dimethyltryptamine (DMT);21,430;Grams;0,021;
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Hallucinogens;Other Hallucinogens;Other hallucinogens;4,100;Grams;0,004;Seeds with LSA
ROU;Europe;South-Eastern Europe;Romania;ARQ;2020;Hallucinogens;Other Hallucinogens;Other hallucinogens;0,370;Grams;0,000;Salvinorine
