Source,Region,SubRegion,Country/Territory,DrugGroup,Drug,DrugState,LevelOfSale,Year,Typical purity,Minimum purity,Maximum purity,Purity
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,,0.60,39.50,% (percent)
ARQ,Americas,South America,Chile,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,,37.20,55.00,% (percent)
ARQ,Europe,South-Eastern Europe,Croatia,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,,64.00,79.90,% (percent)
ARQ,Europe,Western and Central Europe,Italy,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,,3.00,33.00,% (percent)
ARQ,Europe,Western and Central Europe,Italy,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,,0.60,78.00,% (percent)
ARQ,Europe,Western and Central Europe,Italy,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,,0.60,39.00,% (percent)
ARQ,Europe,Western and Central Europe,Italy,Cocaine-type,Cocaine hydrochloride,,Retail,2020,,0.30,88.00,% (percent)
ARQ,Europe,Western and Central Europe,Italy,Opioids,Heroin,,Retail,2020,,0.10,63.00,% (percent)
ARQ,Europe,Western and Central Europe,Italy,“Ecstasy”-type substances,MDMA,,Retail,2020,,8.00,84.00,% (percent)
ARQ,Europe,Western and Central Europe,Italy,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,,2.00,80.00,% (percent)
ARQ,Europe,Western and Central Europe,Italy,Cocaine-type,“Crack” cocaine,,Retail,2020,,9.00,98.00,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,,1.50,70.00,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Amphetamine-type stimulants,Amphetamine-type stimulants,,Retail,2020,,1.50,73.00,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Buprenorphine,,Retail,2020,,2.00,8.00,mg/tablet
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Buprenorphine,,Wholesale,2020,,2.00,8.00,mg/tablet
ARQ,Europe,Western and Central Europe,Lithuania,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,,0.20,33.00,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,,0.20,33.00,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Cannabis-type drugs,Cannabis-type drugs,,Retail,2020,,0.20,33.00,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Cannabis-type drugs,Cannabis-type drugs,,Wholesale,2020,,0.20,33.00,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Cocaine-type,Cocaine hydrochloride,,Retail,2020,,0.00,87.70,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Heroin,,Wholesale,2020,,0.20,32.00,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,“Ecstasy”-type substances,MDMA,,Retail,2020,,1.50,83.60,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Methadone,,Retail,2020,,0.10,3.00,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,,1.50,76.00,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Tramadol,,Retail,2020,,50.00,200.00,mg/tablet
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Tramadol,,Wholesale,2020,,50.00,200.00,mg/tablet
ARQ,Europe,Western and Central Europe,Lithuania,“Ecstasy”-type substances,“Ecstasy”-type substances,,Retail,2020,,1.50,83.60,% (percent)
ARQ,Asia,East and South-East Asia,"China, Macao SAR",Cocaine-type,Cocaine-type drugs,,Retail,2020,,21.70,98.90,% (percent)
ARQ,Asia,East and South-East Asia,"China, Macao SAR",Opioids,Codeine,,Retail,2020,,0.09,0.12,% (percent)
ARQ,Asia,East and South-East Asia,"China, Macao SAR",Opioids,Heroin,,Retail,2020,,70.20,77.30,% (percent)
ARQ,Asia,East and South-East Asia,"China, Macao SAR",“Ecstasy”-type substances,MDMA,,Retail,2020,,7.78,39.30,% (percent)
ARQ,Asia,East and South-East Asia,"China, Macao SAR",Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,,17.50,80.30,% (percent)
ARQ,Africa,North Africa,Morocco,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,,5.00,45.00,% (percent)
ARQ,Africa,North Africa,Morocco,Cannabis-type drugs,Cannabis-type drugs,,Wholesale,2020,,0.16,5.10,% (percent)
ARQ,Europe,South-Eastern Europe,Montenegro,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,,,,% (percent)
ARQ,Asia,East and South-East Asia,Malaysia,Sedatives and tranquillizers,Benzodiazepines,,Retail,2020,,3.00,4.00,% (percent)
ARQ,Asia,East and South-East Asia,Malaysia,Cocaine-type,Cocaine hydrochloride,,Retail,2020,,,,% (percent)
ARQ,Asia,East and South-East Asia,Malaysia,Opioids,Heroin,,Retail,2020,,3.00,10.00,% (percent)
ARQ,Asia,East and South-East Asia,Malaysia,“Ecstasy”-type substances,MDMA,,Retail,2020,,30.00,50.00,% (percent)
ARQ,Asia,East and South-East Asia,Malaysia,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,,50.00,80.00,% (percent)
ARQ,Asia,East and South-East Asia,Malaysia,Amphetamine-type stimulants,Methamphetamine tablets,,Retail,2020,,20.00,35.00,% (percent)
ARQ,Americas,Central America,Panama,Cannabis-type drugs,Cannabis-type drugs,,Wholesale,2020,,,,% (percent)
ARQ,Americas,South America,Peru,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,,60.79,91.57,% (percent)
ARQ,Asia,East and South-East Asia,Philippines,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,,19.70,83.11,% (percent)
ARQ,Asia,East and South-East Asia,Philippines,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,,24.45,86.24,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis-type drugs,,Wholesale,2020,,,,% (percent)
ARQ,Americas,South America,Paraguay,Cannabis-type drugs,Cannabis-type drugs,,Retail,2020,,,,% (percent)
ARQ,Americas,South America,Paraguay,Cannabis-type drugs,Cannabis-type drugs,,Wholesale,2020,,,,% (percent)
ARQ,Americas,South America,Paraguay,Cocaine-type,Cocaine-type drugs,,Wholesale,2020,,,,% (percent)
ARQ,Americas,South America,Paraguay,Cocaine-type,“Crack” cocaine,,Wholesale,2020,,40.00,60.00,% (percent)
ARQ,Europe,South-Eastern Europe,Romania,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,,15.73,19.45,% (percent)
ARQ,Europe,South-Eastern Europe,Romania,Cocaine-type,Cocaine hydrochloride,,Retail,2020,,30.76,72.38,% (percent)
ARQ,Europe,South-Eastern Europe,Romania,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,,49.77,86.05,% (percent)
ARQ,Europe,South-Eastern Europe,Romania,“Ecstasy”-type substances,MDMA,,Retail,2020,,11.51,12.01,% (percent)
ARQ,Americas,Central America,El Salvador,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,,1.00,97.50,% (percent)
ARQ,Americas,Central America,El Salvador,Cocaine-type,“Crack” cocaine,,Wholesale,2020,,15.10,96.65,% (percent)
ARQ,Europe,Western and Central Europe,Sweden,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,,,,% (percent)
ARQ,Europe,Western and Central Europe,Sweden,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,,,,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,10.00,0.60,18.20,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Amphetamine-type stimulants,Amphetamine powder,,Wholesale,2020,20.25,6.00,48.40,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Amphetamine-type stimulants,Amphetamine-type stimulants,,Retail,2020,77.60,0.30,100.00,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Amphetamine-type stimulants,Amphetamine-type stimulants,,Wholesale,2020,75.90,0.30,98.40,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Cocaine-type,Cocaine hydrochloride,,Retail,2020,51.09,0.80,100.00,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,57.19,1.00,87.50,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Sedatives and tranquillizers,Gamma-Butyrolactone (GBL),,Retail,2020,95.25,91.00,97.50,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Sedatives and tranquillizers,Gamma-Butyrolactone (GBL),,Wholesale,2020,93.86,80.00,99.00,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Opioids,Heroin,,Retail,2020,56.42,0.80,87.40,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Opioids,Heroin,,Wholesale,2020,53.52,0.70,89.10,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Hallucinogens,Lysergic acid diethylamide (LSD),,Retail,2020,63.30,0.20,200.00,mg/tablet
ARQ,Oceania,Australia and New Zealand,Australia,Hallucinogens,Lysergic acid diethylamide (LSD),,Wholesale,2020,93.00,93.00,93.00,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,“Ecstasy”-type substances,MDMA,,Retail,2020,56.35,0.90,90.90,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,“Ecstasy”-type substances,MDMA,,Wholesale,2020,50.55,1.00,85.00,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,67.78,0.30,100.00,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,70.53,0.30,98.40,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Retail,2020,48.40,0.90,90.90,% (percent)
ARQ,Oceania,Australia and New Zealand,Australia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2020,43.50,0.70,84.00,% (percent)
ARQ,Africa,North Africa,Algeria,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,20.00,10.00,30.00,% (percent)
ARQ,Africa,North Africa,Algeria,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,6.00,2.00,10.00,% (percent)
ARQ,Africa,North Africa,Algeria,Opioids,Heroin,,Wholesale,2020,6.00,2.00,10.00,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,21.80,0.09,75.80,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine powder,,Wholesale,2020,19.87,0.09,75.80,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine tablets,,Wholesale,2020,13.60,0.85,31.04,mg/tablet
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,6.10,0.01,30.14,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,7.10,0.01,30.72,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,16.00,0.06,63.75,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,14.50,0.06,63.75,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cocaine-type,Cocaine hydrochloride,,Retail,2020,59.70,0.20,86.66,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,59.70,0.05,86.66,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Heroin,,Retail,2020,17.70,0.03,68.94,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Heroin,,Wholesale,2020,17.80,0.03,68.94,% (percent)
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,MDMA,,Retail,2020,44.90,1.09,78.82,% (percent)
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,MDMA,,Wholesale,2020,44.90,1.09,78.82,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,62.70,0.27,80.60,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,62.89,0.27,80.60,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Opium,,Retail,2020,7.68,2.85,14.38,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Opium,,Wholesale,2020,9.29,2.85,19.95,% (percent)
ARQ,Asia,East and South-East Asia,Brunei Darussalam,“Ecstasy”-type substances,MDMA,,Retail,2020,16.00,16.00,53.00,% (percent)
ARQ,Asia,East and South-East Asia,Brunei Darussalam,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,80.00,78.00,82.00,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,45.72,4.30,78.00,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Amphetamine tablets,,Retail,2020,1.53,1.30,1.90,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,8.80,0.30,27.80,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,7.94,0.14,18.90,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,21.08,6.66,43.71,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine hydrochloride,,Retail,2020,57.01,6.00,92.00,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Opioids,Heroin,,Retail,2020,26.10,8.10,86.30,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,“Ecstasy”-type substances,MDMA,,Retail,2020,52.90,10.70,84.00,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,“Ecstasy”-type substances,MDMA,,Wholesale,2020,52.75,25.00,80.90,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,65.73,2.50,90.00,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,73.15,33.90,80.34,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,15.40,0.05,73.80,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Amphetamine-type stimulants,Amphetamine powder,,Wholesale,2020,11.41,2.50,26.50,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Amphetamine-type stimulants,Amphetamine tablets,,Retail,2020,7.07,1.20,16.90,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Amphetamine-type stimulants,Amphetamine tablets,,Wholesale,2020,12.12,1.20,30.10,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,10.38,0.15,20.50,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,9.80,9.60,10.00,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Cocaine-type,Cocaine hydrochloride,,Retail,2020,50.72,1.60,89.30,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,65.86,1.00,89.00,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Opioids,Heroin,,Retail,2020,39.15,12.50,51.50,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Opioids,Heroin,,Wholesale,2020,36.72,0.30,51.30,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,“Ecstasy”-type substances,MDMA,,Retail,2020,35.88,1.20,64.20,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,“Ecstasy”-type substances,MDMA,,Wholesale,2020,28.23,26.30,31.50,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,60.97,0.01,82.00,% (percent)
ARQ,Europe,South-Eastern Europe,Bulgaria,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,61.61,0.05,80.30,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,14.50,5.00,49.00,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine powder,,Wholesale,2020,14.50,5.00,49.00,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine tablets,,Retail,2020,33.00,19.00,33.80,mg/tablet
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine tablets,,Wholesale,2020,33.00,19.00,33.80,mg/tablet
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,13.70,1.30,18.10,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,13.70,1.30,18.10,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,20.40,1.10,34.50,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2020,20.40,1.10,34.50,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine hydrochloride,,Retail,2020,77.00,44.90,85.30,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,79.60,58.30,85.70,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,Retail,2020,24.60,9.20,40.00,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,Wholesale,2020,52.50,12.40,58.90,% (percent)
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,MDMA,,Retail,2020,147.00,73.30,217.00,mg/tablet
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,MDMA,,Wholesale,2020,147.00,73.30,217.00,mg/tablet
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,76.60,49.30,81.90,% (percent)
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,76.60,49.30,81.90,% (percent)
ARQ,Asia,East and South-East Asia,Cambodia,“Ecstasy”-type substances,MDMA,,Wholesale,2020,29.00,14.60,43.50,% (percent)
ARQ,Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,62.00,1.50,80.50,% (percent)
ARQ,Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants,Methamphetamine tablets,,Wholesale,2020,17.00,12.20,23.70,% (percent)
ARQ,Americas,South America,Chile,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,10.90,,,% (percent)
ARQ,Americas,South America,Chile,“Ecstasy”-type substances,MDMA,,Wholesale,2020,36.26,,,mg/tablet
ARQ,Americas,South America,Chile,Cocaine-type,“Crack” cocaine,,Wholesale,2020,41.30,,,% (percent)
ARQ,Asia,East and South-East Asia,China,Opioids,Heroin,,Retail,2020,44.00,2.00,80.00,% (percent)
ARQ,Asia,East and South-East Asia,China,Opioids,Heroin,,Wholesale,2020,50.00,2.00,88.00,% (percent)
ARQ,Asia,East and South-East Asia,China,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,90.00,2.00,99.00,% (percent)
ARQ,Asia,East and South-East Asia,China,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,96.00,2.00,99.00,% (percent)
ARQ,Asia,East and South-East Asia,China,Amphetamine-type stimulants,Methamphetamine tablets,,Retail,2020,16.00,2.00,20.00,mg/tablet
ARQ,Asia,East and South-East Asia,China,Amphetamine-type stimulants,Methamphetamine tablets,,Wholesale,2020,17.00,2.00,25.00,mg/tablet
ARQ,Asia,East and South-East Asia,"China, Hong Kong SAR",Cocaine-type,Cocaine hydrochloride,,Retail,2020,73.00,50.00,84.00,% (percent)
ARQ,Asia,East and South-East Asia,"China, Hong Kong SAR",Opioids,Heroin,,Retail,2020,76.00,66.00,83.00,% (percent)
ARQ,Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,96.00,89.00,99.00,% (percent)
ARQ,Asia,East and South-East Asia,"China, Hong Kong SAR",Cocaine-type,“Crack” cocaine,,Retail,2020,67.00,62.00,82.00,% (percent)
ARQ,Europe,Western and Central Europe,Spain,Cocaine-type,Cocaine hydrochloride,,Retail,2020,33.50,32.00,35.00,% (percent)
ARQ,Europe,Western and Central Europe,Spain,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,71.50,71.00,72.00,% (percent)
ARQ,Europe,Western and Central Europe,Spain,Opioids,Heroin,,Retail,2020,21.00,20.00,22.00,% (percent)
ARQ,Europe,Western and Central Europe,Spain,Opioids,Heroin,,Wholesale,2020,41.50,41.00,42.00,% (percent)
ARQ,Europe,South-Eastern Europe,Croatia,Amphetamine-type stimulants,Amphetamine powder,,Wholesale,2020,15.00,0.40,87.20,% (percent)
ARQ,Europe,South-Eastern Europe,Croatia,Cannabis-type drugs,Cannabis-type drugs,,Wholesale,2020,6.00,0.30,23.90,% (percent)
ARQ,Europe,South-Eastern Europe,Croatia,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,75.00,1.10,89.00,% (percent)
ARQ,Europe,South-Eastern Europe,Croatia,Opioids,Heroin,,Wholesale,2020,13.90,1.10,58.40,% (percent)
ARQ,Europe,South-Eastern Europe,Croatia,“Ecstasy”-type substances,MDMA,,Wholesale,2020,32.00,1.90,54.10,% (percent)
ARQ,Europe,Western and Central Europe,Denmark,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,14.00,11.00,18.00,% (percent)
ARQ,Europe,Western and Central Europe,Denmark,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,28.00,26.00,31.00,% (percent)
ARQ,Europe,Western and Central Europe,Denmark,Cocaine-type,Cocaine hydrochloride,,Retail,2020,57.00,50.00,63.00,% (percent)
ARQ,Europe,Western and Central Europe,Denmark,Opioids,Heroin,,Retail,2020,34.00,26.00,41.00,% (percent)
ARQ,Europe,Western and Central Europe,Denmark,“Ecstasy”-type substances,MDMA,,Retail,2020,74.00,73.00,75.00,% (percent)
ARQ,Europe,Western and Central Europe,Cyprus,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2019,4.80,2.30,7.30,% (percent)
ARQ,Europe,Western and Central Europe,Cyprus,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,16.40,6.80,25.80,% (percent)
ARQ,Europe,Western and Central Europe,Cyprus,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,7.60,6.70,8.40,% (percent)
ARQ,Europe,Western and Central Europe,Cyprus,Cocaine-type,Cocaine hydrochloride,,Retail,2019,81.30,63.40,95.90,% (percent)
ARQ,Europe,Western and Central Europe,Cyprus,Cocaine-type,Cocaine hydrochloride,,Wholesale,2019,84.50,75.60,91.80,% (percent)
ARQ,Europe,Western and Central Europe,Cyprus,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2019,49.70,44.00,55.50,% (percent)
ARQ,Europe,Western and Central Europe,Cyprus,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2019,35.70,,,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,26.00,0.50,73.00,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,14.00,0.10,52.00,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis resin (hashish),,Retail,2020,18.00,0.04,45.00,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cocaine-type,Cocaine hydrochloride,,Retail,2020,52.00,0.60,86.00,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Opioids,Fentanyl,,Retail,2020,0.27,0.06,0.67,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Sedatives and tranquillizers,Gamma-Hydroxybutyric acid (GHB),,Retail,2020,53.00,6.00,96.00,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Opioids,Heroin,,Retail,2020,20.00,12.00,28.00,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,MDMA,,Retail,2020,70.00,1.30,83.00,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,16.00,0.30,80.00,% (percent)
ARQ,Africa,West and Central Africa,Ghana,Cocaine-type,Cocaine hydrochloride,,Retail,2020,64.70,38.80,94.20,% (percent)
ARQ,Africa,West and Central Africa,Ghana,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,63.80,15.00,94.20,% (percent)
ARQ,Africa,West and Central Africa,Ghana,Opioids,Heroin,,Retail,2020,73.40,,,% (percent)
ARQ,Africa,West and Central Africa,Ghana,Opioids,Heroin,,Wholesale,2020,60.00,21.40,73.40,% (percent)
ARQ,Europe,Western and Central Europe,Finland,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,27.60,1.00,100.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,Amphetamine-type stimulants,Amphetamine powder,,Wholesale,2020,49.40,22.00,96.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,2.30,0.10,15.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2020,11.70,10.00,13.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine hydrochloride,,Retail,2020,48.20,1.00,96.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine hydrochloride,,Wholesale,2020,87.30,26.00,97.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,Opioids,Heroin,,Retail,2020,38.90,3.00,69.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,Opioids,Heroin,,Wholesale,2020,37.20,20.00,44.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,“Ecstasy”-type substances,MDMA,,Retail,2020,84.50,1.00,100.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,“Ecstasy”-type substances,MDMA,,Wholesale,2020,70.40,1.00,100.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,Amphetamine-type stimulants,Methamphetamine powder,,Retail,2020,36.90,1.00,100.00,% (percent)
ARQ,Europe,Western and Central Europe,Finland,Amphetamine-type stimulants,Methamphetamine powder,,Wholesale,2020,42.30,3.00,87.00,% (percent)
ARQ,Europe,Western and Central Europe,France,Amphetamine-type stimulants,Amphetamine powder,,Retail,2020,29.00,,,% (percent)
ARQ,Europe,Western and Central Europe,France,Cannabis-type drugs,Cannabis herb (marijuana),,Retail,2020,13.00,,,% (percent)
